layer,ztz,ftf,norm_z,norm_f,norm_z_hat,l_recon,text
4,10014.555,4475.483,100.07275,66.89905,92.35309,1242.041,"possible, so please try to understand. Be patient, as we are busy, and be polite"
5,9118.511,4997.368,95.49089,70.69206,87.8506,1088.5044,"possible, so please try to understand. Be patient, as we are busy, and be polite"
6,9232.132,4505.6523,96.083984,67.12415,83.4713,1434.8165,"possible, so please try to understand. Be patient, as we are busy, and be polite"
7,11029.672,4808.2554,105.02225,69.34158,95.218895,1511.5273,"possible, so please try to understand. Be patient, as we are busy, and be polite"
8,15930.743,6607.5244,126.21705,81.28668,114.69435,1982.6132,"possible, so please try to understand. Be patient, as we are busy, and be polite"
9,18627.629,7793.666,136.48308,88.281746,126.83595,2086.3748,"possible, so please try to understand. Be patient, as we are busy, and be polite"
10,21490.078,8848.977,146.59494,94.069,134.19794,2607.9905,"possible, so please try to understand. Be patient, as we are busy, and be polite"
11,23568.26,10126.566,153.51958,100.630844,142.74364,3079.1975,"possible, so please try to understand. Be patient, as we are busy, and be polite"
12,31541.91,13400.993,177.60042,115.76266,163.88461,3813.0342,"possible, so please try to understand. Be patient, as we are busy, and be polite"
13,32505.027,14165.869,180.2915,119.020454,169.0026,4506.6504,"possible, so please try to understand. Be patient, as we are busy, and be polite"
14,45320.848,20137.252,212.88693,141.90579,199.07843,5343.8887,"possible, so please try to understand. Be patient, as we are busy, and be polite"
15,51108.21,22319.074,226.07126,149.39569,205.82132,6590.0596,"possible, so please try to understand. Be patient, as we are busy, and be polite"
16,66700.734,29474.266,258.26486,171.68071,242.77429,6847.36,"possible, so please try to understand. Be patient, as we are busy, and be polite"
17,75826.2,35503.64,275.36557,188.4241,250.22443,9169.757,"possible, so please try to understand. Be patient, as we are busy, and be polite"
18,81204.67,40627.18,284.96432,201.56184,266.46814,9500.549,"possible, so please try to understand. Be patient, as we are busy, and be polite"
19,93957.41,50116.0,306.52472,223.86603,284.95306,11041.886,"possible, so please try to understand. Be patient, as we are busy, and be polite"
20,102905.16,54988.86,320.78833,234.49704,294.2833,13125.809,"possible, so please try to understand. Be patient, as we are busy, and be polite"
21,126183.91,72258.266,355.22375,268.809,337.74408,15088.371,"possible, so please try to understand. Be patient, as we are busy, and be polite"
22,173806.12,96200.59,416.9006,310.1622,395.4225,18153.371,"possible, so please try to understand. Be patient, as we are busy, and be polite"
23,196761.06,116021.625,443.57758,340.61948,411.80197,21972.041,"possible, so please try to understand. Be patient, as we are busy, and be polite"
24,235275.7,146777.6,485.05228,383.11563,456.23254,27061.162,"possible, so please try to understand. Be patient, as we are busy, and be polite"
25,240693.1,195773.19,490.60483,442.46265,454.87408,34768.04,"possible, so please try to understand. Be patient, as we are busy, and be polite"
1,6498.8613,18547.139,80.61552,136.18788,80.124916,166.72357, and much more apps so demanded for running projects in the effective and highly
2,8526.445,6632.9595,92.33875,81.442986,90.2914,425.69153, and much more apps so demanded for running projects in the effective and highly
3,8557.343,5246.669,92.505905,72.43389,89.3268,566.27747, and much more apps so demanded for running projects in the effective and highly
4,8399.868,4932.006,91.650795,70.22824,88.647964,555.7327, and much more apps so demanded for running projects in the effective and highly
5,7826.3545,4849.58,88.46668,69.63892,85.57092,433.15338, and much more apps so demanded for running projects in the effective and highly
6,8657.758,5486.6694,93.04707,74.07205,88.7929,731.22174, and much more apps so demanded for running projects in the effective and highly
7,9106.062,5608.1807,95.42568,74.88779,90.973305,859.4088, and much more apps so demanded for running projects in the effective and highly
8,9636.818,6513.0225,98.1673,80.7033,91.8092,997.97003, and much more apps so demanded for running projects in the effective and highly
9,10917.008,7024.0635,104.48449,83.809685,96.529434,1167.1134, and much more apps so demanded for running projects in the effective and highly
10,12294.498,8517.988,110.880554,92.292946,102.86198,1318.28, and much more apps so demanded for running projects in the effective and highly
11,12689.68,10128.748,112.648476,100.64168,104.71399,1766.5972, and much more apps so demanded for running projects in the effective and highly
12,15934.787,11266.065,126.23307,106.14172,114.82236,2142.4033, and much more apps so demanded for running projects in the effective and highly
13,17775.725,12513.08,133.32564,111.86188,125.381584,2224.5308, and much more apps so demanded for running projects in the effective and highly
14,22238.648,16442.953,149.12628,128.23007,138.52972,2772.6543, and much more apps so demanded for running projects in the effective and highly
15,27785.857,20127.418,166.6909,141.87112,157.32237,3147.9912, and much more apps so demanded for running projects in the effective and highly
16,35442.492,23073.75,188.26176,151.90047,180.12065,3494.0942, and much more apps so demanded for running projects in the effective and highly
17,45109.848,35967.91,212.3908,189.65207,204.12447,5453.3047, and much more apps so demanded for running projects in the effective and highly
18,52414.14,35938.72,228.94135,189.5751,214.25137,5705.9766, and much more apps so demanded for running projects in the effective and highly
19,71082.5,46011.027,266.613,214.50182,248.22833,6558.1504, and much more apps so demanded for running projects in the effective and highly
20,103589.63,62452.96,321.85342,249.9059,313.66122,8179.004, and much more apps so demanded for running projects in the effective and highly
21,137834.55,81443.336,371.26074,285.38278,360.67157,13327.859, and much more apps so demanded for running projects in the effective and highly
22,201189.75,107738.36,448.5418,328.23523,431.43274,18557.977, and much more apps so demanded for running projects in the effective and highly
23,264868.88,141177.78,514.6541,375.73633,495.575,29006.688, and much more apps so demanded for running projects in the effective and highly
24,355847.47,178685.1,596.52954,422.7116,563.7278,41266.664, and much more apps so demanded for running projects in the effective and highly
25,459447.12,231855.83,677.8253,481.5141,617.53937,64140.71, and much more apps so demanded for running projects in the effective and highly
1,7106.3193,12786.859,84.29899,113.078995,83.48588,204.48105, designed to prey on your deepest fears. The bird-like conceptual airline design
2,9137.064,8086.637,95.58799,89.92573,92.629326,599.5846, designed to prey on your deepest fears. The bird-like conceptual airline design
3,10428.822,7195.592,102.121605,84.826836,99.76261,612.7994, designed to prey on your deepest fears. The bird-like conceptual airline design
4,10251.556,5866.518,101.24997,76.5932,95.28899,812.41534, designed to prey on your deepest fears. The bird-like conceptual airline design
5,9441.773,5351.9033,97.168785,73.1567,92.29324,715.1593, designed to prey on your deepest fears. The bird-like conceptual airline design
6,10347.779,5280.4883,101.72404,72.66697,94.84657,1283.3713, designed to prey on your deepest fears. The bird-like conceptual airline design
7,10385.875,5427.019,101.91111,73.668304,94.73426,1224.9418, designed to prey on your deepest fears. The bird-like conceptual airline design
8,13639.8125,6576.8633,116.789604,81.09786,106.19471,1690.6305, designed to prey on your deepest fears. The bird-like conceptual airline design
9,12537.381,6736.8354,111.97044,82.078224,104.0879,1461.0365, designed to prey on your deepest fears. The bird-like conceptual airline design
10,16614.984,8458.863,128.89912,91.97208,119.65864,1971.6831, designed to prey on your deepest fears. The bird-like conceptual airline design
11,19376.3,9548.449,139.19878,97.71616,126.67594,2630.1084, designed to prey on your deepest fears. The bird-like conceptual airline design
12,24285.283,11733.468,155.83736,108.32113,143.10463,3107.58, designed to prey on your deepest fears. The bird-like conceptual airline design
13,28333.973,14141.168,168.32698,118.91664,157.44003,3343.4307, designed to prey on your deepest fears. The bird-like conceptual airline design
14,40675.047,18977.67,201.68056,137.75946,189.11269,4785.5557, designed to prey on your deepest fears. The bird-like conceptual airline design
15,43084.46,21116.393,207.56796,145.3148,195.85226,4946.3784, designed to prey on your deepest fears. The bird-like conceptual airline design
16,55337.02,26309.975,235.23822,162.20349,225.48029,5036.115, designed to prey on your deepest fears. The bird-like conceptual airline design
17,70054.92,36004.38,264.6789,189.7482,249.27397,6931.544, designed to prey on your deepest fears. The bird-like conceptual airline design
18,70251.875,36802.832,265.0507,191.84064,256.06668,6751.09, designed to prey on your deepest fears. The bird-like conceptual airline design
19,103277.76,54186.39,321.36856,232.77971,308.64648,9166.076, designed to prey on your deepest fears. The bird-like conceptual airline design
20,112677.54,61511.492,335.67474,248.0151,328.05865,11293.895, designed to prey on your deepest fears. The bird-like conceptual airline design
21,137388.88,79834.05,370.66006,282.5492,351.8248,15156.628, designed to prey on your deepest fears. The bird-like conceptual airline design
22,182028.73,105081.07,426.64825,324.1621,411.80508,18942.605, designed to prey on your deepest fears. The bird-like conceptual airline design
23,228092.62,128116.67,477.59042,357.9339,444.83353,26844.674, designed to prey on your deepest fears. The bird-like conceptual airline design
24,279920.22,174933.38,529.0749,418.25037,502.24124,33463.75, designed to prey on your deepest fears. The bird-like conceptual airline design
25,328738.25,217612.3,573.357,466.48932,545.3671,47250.64, designed to prey on your deepest fears. The bird-like conceptual airline design
1,2323.2305,2635.5967,48.1999,51.338062,47.74764,37.79888,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
2,4109.1445,3643.2104,64.10261,60.359013,63.117786,177.60832,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
3,2862.5293,2842.3306,53.50261,53.31351,50.56791,319.5387,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
4,3584.7454,3480.7168,59.87274,58.9976,55.967697,464.9156,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
5,4699.885,3764.2886,68.5557,61.353798,64.41808,564.82855,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
6,6109.2256,4074.62,78.16154,63.832752,72.65757,843.7289,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
7,6077.1064,4840.1377,77.955795,69.5711,71.34768,939.3848,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
8,8621.982,5980.965,92.85463,77.3367,90.07372,1099.8486,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
9,10248.465,6060.467,101.2347,77.849,95.86244,1307.0227,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
10,9924.327,7903.461,99.62092,88.90141,92.34129,1573.0408,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
11,10956.222,9321.107,104.671974,96.54588,96.119286,1872.2406,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
12,12802.794,11837.912,113.14943,108.80217,106.53852,2306.4702,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
13,13953.869,13185.674,118.126495,114.82889,113.825165,3028.4849,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
14,21676.203,16329.359,147.22841,127.786385,138.82687,3910.892,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
15,21808.867,19011.836,147.67825,137.8834,139.2363,3953.248,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
16,27559.592,21306.967,166.01082,145.96906,155.57884,4057.8872,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
17,40903.35,33419.895,202.24577,182.8111,193.27277,5850.7627,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
18,45964.824,36142.926,214.39409,190.11293,196.91061,7568.3496,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
19,57516.133,44497.426,239.82521,210.94412,223.04279,9922.347,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
20,84467.36,49143.82,290.6327,221.68405,264.10043,12786.721,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
21,113167.414,73597.65,336.40366,271.28888,322.8636,15358.594,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
22,185897.78,101883.59,431.15866,319.1921,405.33038,23426.586,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
23,243193.02,122701.79,493.14603,350.28815,455.54443,33199.508,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
24,319883.16,154987.27,565.58215,393.68423,523.07825,43408.15,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
25,399927.84,199331.19,632.3985,446.4652,567.2877,65847.06,nt had occurred and they wouldn’t be allowed to land right away. “We circled the
1,4626.9434,4974.988,68.02164,70.53359,67.73027,77.23267,ven larger banner that points the way to “how we do it”. The truth is that there
2,5860.1753,5179.475,76.55178,71.96857,75.588806,149.38959,ven larger banner that points the way to “how we do it”. The truth is that there
3,4065.6357,3216.5635,63.762337,56.714756,63.05296,147.30502,ven larger banner that points the way to “how we do it”. The truth is that there
4,4372.877,3498.7695,66.12773,59.1504,65.21677,178.79942,ven larger banner that points the way to “how we do it”. The truth is that there
5,3992.1921,3284.6626,63.183796,57.311977,61.65983,174.68687,ven larger banner that points the way to “how we do it”. The truth is that there
6,5019.107,3900.042,70.84566,62.450317,67.79899,391.8648,ven larger banner that points the way to “how we do it”. The truth is that there
7,4291.7773,3597.1782,65.51166,59.976482,63.805885,312.11554,ven larger banner that points the way to “how we do it”. The truth is that there
